PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,Suzuki; H; Hibino; H; Takaya; A; Inoue; Y,,,,Suzuki; Hidenobu; Hibino; Hiroyuki; Takaya; Atsuhiko; Inoue; Yuichi,,,Benefit of extending the dosing interval of long-acting injection in maintenance treatment of outpatients with schizophrenia,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,PLACEBO,,[Suzuki; Hidenobu] Suzuki Clin; Dept Psychiat; 3-34-16 Hamadayama; Tokyo 1680065; Japan; [Hibino; Hiroyuki; Takaya; Atsuhiko] Fukui Kinen Hosp; Dept Psychiat; Miura; Kanagawa 2380115; Japan; [Inoue; Yuichi] Shakomae Kokorono Clin; Dept Psychiat; Tokyo 1160011; Japan,Suzuki; H (corresponding author); Suzuki Clin; Dept Psychiat; 3-34-16 Hamadayama; Tokyo 1680065; Japan.,suzuhiromarket@yahoo.co.jp,,,,,,7,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101900,10.1016/j.ajp.2019.101900,,,2,Psychiatry,Psychiatry,LH5UX,WOS:000528851200009,31896439,,,,05/12/2020
J,Tugen; LE; Goksu; M; Ayaz; AB,,,,Tugen; Leyla Ezgi; Goksu; Muhsine; Ayaz; Ayse Burcu,,,Disruptive Mood Dysregulation Disorder in A Primary School Sample,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Mood dysregulation; Children; Comorbidity; Fequency,OPPOSITIONAL DEFIANT DISORDER; BEHAVIORAL-DISORDERS; COMORBIDITY; ADOLESCENT; CHILD; AGE; PSYCHOPATHOLOGY; IRRITABILITY; PREVALENCE; PREDICTORS,Objective: This study aimed to determine frequency of DMDD in a community-based sample and to identify comorbid diagnoses in children with DMDD. Methods: The Child Behavior Checklist was given to 650 children attending the primary school and 453 children constituted the sample of the study. 83 children with a total score of 180 in CBCL attention; anxious/depression and aggression subscale scores were evaluated as moderate risk group (MRG) and 14 children with a total score of 210 and higher were considered as high-risk group (HRG) in terms of DMDD. 30 (6.62%of the study sample) from MRG and HRG agreed to participate in the study. DSM-V based psychiatric interview (PI) was done by a child and adolescent psychiatrist. Results: Eight of 30 children who underwent PI were within the high-risk group (HRG); and 4 of these children were diagnosed with DMMD (0.88% of the total sample). There was at least one comorbid diagnosis in all four children diagnosed with DMMD. Conclusions: Our study is one of the few studies evaluating the frequency of DMMD in Turkey. Although the prevalence of DMMD is low; comorbid diagnosis rates require detailed examination and multifaceted perspectives in the follow-up and treatment process.,[Tugen; Leyla Ezgi] Erenkoy Mental Hlth & Dis Hosp; TR-3400 Istanbul; Turkey; [Goksu; Muhsine; Ayaz; Ayse Burcu] Marmara Univ; Sch Med; Istanbul; Turkey,Tugen; LE (corresponding author); Erenkoy Mental Hlth & Dis Hosp; TR-3400 Istanbul; Turkey.,leylaezgitugen@hotmail.c,,,,,,25,0,0,2,2,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101858,10.1016/j.ajp.2019.101858,,,4,Psychiatry,Psychiatry,LH5UX,WOS:000528851200037,31835143,,,,05/12/2020
J,Unaran; E; Burhanoglu; BB; Haznedaroglu; DI; Ozalay; O; Tunay; S; Kitis; O; Gonul; AS,,,,Unaran; Esmin; Burhanoglu; Birce Begum; Haznedaroglu; Damla Isman; Ozalay; Ozgun; Tunay; Sebnem; Kitis; Omer; Gonul; Ali Saffet,,,The negative association between amygdala volume and harm avoidance trait in healthy young women with a history of familial depression,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,TEMPERAMENT; DISORDER,,[Unaran; Esmin; Burhanoglu; Birce Begum; Haznedaroglu; Damla Isman; Ozalay; Ozgun; Tunay; Sebnem; Kitis; Omer; Gonul; Ali Saffet] Ege Univ; Sch Med; Dept Psychiat; SoCAT Lab; Izmir; Turkey; [Burhanoglu; Birce Begum; Ozalay; Ozgun; Gonul; Ali Saffet] Ege Univ; Inst Hlth Sci; Dept Neurosci; Izmir; Turkey; [Kitis; Omer] Ege Univ; Sch Med; Dept Radiol; Izmir; Turkey; [Gonul; Ali Saffet] Mercer Univ; Sch Med; Dept Psychiat & Behav Sci; Macon; GA 31207 USA,Gonul; AS (corresponding author); Sch Med; Dept Psychiat; SoCAT Lab; TR-35100 Izmir; Turkey.,ali.saffet.gonul@ege.edu.tr,,Burhanoglu; Birce Begum/0000-0002-0350-041X,Scientific and Technological Research Council of TurkeyTurkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK) [109S134],This work was supported by The Scientific and Technological Research Council of Turkey (Project Number 109S134).,,10,0,0,1,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101887,10.1016/j.ajp.2019.101887,,,2,Psychiatry,Psychiatry,LH5UX,WOS:000528851200048,31896430,,,,05/12/2020
J,Vaidyanathan; S; Rajan; TM; Chandrasekaran; V; Kandasamy; P,,,,Vaidyanathan; Sivapriya; Rajan; Tess Maria; Chandrasekaran; Venkatesh; Kandasamy; Preeti,,,Pre-school attention deficit hyperactivity disorder: 12 weeks prospective study,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Attention deficit hyperactivity disorder; Preschool; ADHD; Pharmacotherapy,DEFICIT/HYPERACTIVITY DISORDER; FOLLOW-UP; CHILDREN; ADOLESCENTS; CLONIDINE; ADHD; METHYLPHENIDATE; SAFETY,Introduction: Extant literature lack studies on behavioural training or pharmacotherapy in Indian preschool children. With adverse long term outcomes; effective; safe and affordable early interventions for ADHD are a priority. Aim of this prospective study is to report on short term outcome of preschool ADHD with specific focus on safety and tolerability of medications. Methods: Children with ADHD aged 2.5-6 years were assessed for severity and adverse events at baseline and follow-up using Conner's abbreviated rating scale and Clinical Global Impression-Severity scale. Children with Autism spectrum disorder and those with social quotient less than 50 were excluded. Statistical Analysis included descriptive statistics and Repeated measures ANOVA. Results: Of 56 children recruited; 33.93 %(N = 19) were on behavioural interventions alone; 66.07 %(N = 37) were on a combination of medication and behavioural intervention. All children received treatment according to standard care. The most prescribed drug was clonidine (44.64%); then risperidone (28.7%); methylphenidate (10.7%) and atomoxetine (10.7%). Medication choice was determined by affordability; availability and comorbidity profile. Sedation occurred in 24 % of children on clonidine. Atomoxetine was not well tolerated in 2 children. Methylphenidate was well tolerated. Irrespective of medication choice; all children showed significant improvement at 12 weeks (p < 0.001). Conclusions: Choice of interventions is largely determined by availability and affordability. There is a need for structured parent behavioural training program deliverable in low resource setting. Anti-ADHD medications should be made available under the NMHP; RBSK program and all government settings in India; to address overprescription of antipsychotics in preschool ADHD.,[Vaidyanathan; Sivapriya; Kandasamy; Preeti] Jawaharlal Inst Postgrad Med Educ & Res; Dept Psychiat; Pondicherry; India; [Rajan; Tess Maria] Natl Inst Mental Hlth & Neurosci; Dept Child & Adolescent Psychiat; Bangalore; Karnataka; India; [Chandrasekaran; Venkatesh] Jawaharlal Inst Postgrad Med Educ & Res; Dept Pediat; Pondicherry; India; [Chandrasekaran; Venkatesh] JIPMER; Dept Psychiat & Paediat; Pondicherry; India,Kandasamy; P (corresponding author); Jawaharlal Inst Postgrad Med Educ & Res; Dept Psychiat; Pondicherry; India.,sivapriya.vaidyanathan@gmail.com; drtesrajan@gmail.com; cvenkatesh@hotmail.com; preeti.k@jipmer.edu.in,Chandrasekaran; Venkatesh/AAU-4872-2020,Chandrasekaran; Venkatesh/0000-0003-4409-6860,,,,28,1,1,2,2,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101903,10.1016/j.ajp.2019.101903,,,7,Psychiatry,Psychiatry,LH5UX,WOS:000528851200041,31865197,,,,05/12/2020
J,Xiao; YY; He; LP; Chen; Y; Wang; YY; Chang; W; Yu; Z,,,,Xiao; Yuanyuan; He; Liping; Chen; Ying; Wang; Yeying; Chang; Wei; Yu; Zhen,,,Depression and deliberate self-harm among Chinese left-behind adolescents: A dual role of resilience,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Depression; Deliberate self-harm (DSH); Resilience; Moderation; Mediation; Left-behind children,CHILDRENS DEPRESSION; EMOTION-REGULATION; SUICIDAL IDEATION; SOCIAL SUPPORT; RISK; PREVENTION; INVENTORY; ANXIETY; INJURY; HEALTH,Existing literature supports the association between depression and deliberate self-harm (DSH); a prominent risk factor of suicide. Our major aim was to evaluate the possible moderation and mediation of resilience in depression-DSH association; an issue which has never been extensively discussed among Chinese left-behind children (LBC). We implemented a population-based cross-sectional study of 2;619 LBC aged from 10 to 17. Multivariate logistic regression model which incorporated the cross-product term of resilience and depression was used to determine the moderation effect of resilience in depression-DSH association; whereas the mediating role of resilience was measured by path analysis. We found that depression was positively associated with DSH whereas resilience was negatively associated with DSH. Resilience in general was a prominent effect moderator in depression-DSH association; meanwhile; resilience also played as a significant mediator in this association; accounted for 26.8 % of the total effect. Our findings indicated that resilience was important moderator and mediator in the association between depression and DSH among Chinese LBC. Building up resilience of LBC may be an ideal choice in preventing depression related DSH.,[Xiao; Yuanyuan; He; Liping; Chen; Ying; Wang; Yeying; Chang; Wei; Yu; Zhen] Kunming Med Univ; Sch Publ Hlth; Kunming; Yunnan; Peoples R China; [Xiao; Yuanyuan] Yale Sch Publ Hlth; Dept Chron Dis Epidemiol; New Haven; CT USA,Xiao; YY (corresponding author); Kunming Med Univ; Sch Publ Hlth; Div Epidemiol & Hlth Stat; Kunming 650500; Yunnan; Peoples R China.,33225647@qq.com,,,Yunnan Applied Basic Research Projects-Kunming Medical University Union Foundation [2018FE001(132)]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [81703324]; China Scholarship CouncilChina Scholarship Council [201808535098],The study is supported by Yunnan Applied Basic Research Projects-Kunming Medical University Union Foundation [No. 2018FE001(132)]; National Natural Science Foundation of China [No. 81703324]; China Scholarship Council [No. 201808535098].,,40,1,1,1,5,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101883,10.1016/j.ajp.2019.101883,,,6,Psychiatry,Psychiatry,LH5UX,WOS:000528851200017,31786362,,,,05/12/2020
J,Yang; Y; Li; W; Lok; KI; Zhang; QG; Hong; L; Ungvari; GS; Bressington; DT; Cheung; T; Xiang; YT,,,,Yang; Yuan; Li; Wen; Lok; Ka -In; Zhang; Qinge; Hong; Liu; Ungvari; Gabor S.; Bressington; Daniel T.; Cheung; Teris; Xiang; Yu -Tao,,,Voluntary admissions for patients with schizophrenia: A systematic review and meta-analysis,ASIAN JOURNAL OF PSYCHIATRY,,,English,Review,,,,,,Voluntary admission; Meta-analysis; Schizophrenia,INVOLUNTARY PSYCHIATRIC ADMISSIONS; MENTAL-HEALTH-CARE; 1ST ADMISSION; COMPULSORY ADMISSION; CIVIL COMMITMENT; DISORDERS; PREVALENCE; INPATIENTS; CHINA; RISK,Aims: Voluntary admission rates of schizophrenia vary widely across studies. In order to make the topic be informed by evidence; it is important to have accurate estimates. This meta-analysis examined the worldwide prevalence of voluntary admissions for patients with schizophrenia. Method: PubMed; EMBASE; PsycINFO; the Cochrane Library; Web of Science and Medline databases were systematically searched; from their commencement date until 19th November 2018. Meta-analysis of included studies was performed using the random-effects model. Results: Thirty-five studies with 134;100 schizophrenia patients were included. The overall voluntary admission rate of schizophrenia was 61.9 % (95 %CI: 52.3 %-70.7 %); while the involuntary rate was 43.0 % (95 %CI: 34.8 %-51.7 %). Subgroup analyses revealed that patients in Europe had significantly higher voluntary admission rates; while their North American counterparts were more likely admitted involuntarily. Papers published prior to 2008 reported higher involuntary admission rates. Meta-regression analyses showed that higher male percentage and higher study quality were significantly associated with higher voluntary admission rate. Conclusion: Although the worldwide prevalence of voluntary admissions was higher than that of involuntary admissions; the latter was common for schizophrenia. With the continuing liberalization of mental health laws broadening community-based psychiatric services; the rate of voluntary psychiatric admissions is expected to further increase over time.,[Yang; Yuan; Li; Wen; Lok; Ka -In; Xiang; Yu -Tao] Univ Macau; Fac Hlth Sci; Inst Translat Med; Unit Psychiat; Macau; Peoples R China; [Yang; Yuan] Southern Med Univ; Nanfang Hosp; Dept Psychiat; Guangzhou; Guangdong; Peoples R China; [Zhang; Qinge] Beijing Anding Hosp; Natl Clin Res Ctr Mental Disorders; Beijing; Peoples R China; [Zhang; Qinge] Beijing Anding Hosp; Beijing Key Lab Mental Disorders; Beijing; Peoples R China; [Zhang; Qinge] Capital Med Univ; Adv Innovat Ctr Human Brain Protect; Beijing; Peoples R China; [Hong; Liu] Guangdong Med Univ; Dept Psychiat & Mental Hlth; Guangzhou; Guangdong; Peoples R China; [Hong; Liu] Shunde WuZhongpei Mem Hosp; Dept Psychiat; Foshan; Guangdong; Peoples R China; [Ungvari; Gabor S.] Univ Notre Dame Australia; Fremantle; WA; Australia; [Ungvari; Gabor S.] Univ Western Australia; Sch Med; Div Psychiat; Perth; WA; Australia; [Bressington; Daniel T.; Cheung; Teris] Hong Kong Polytech Univ; Sch Nursing; Hong Kong; Peoples R China,Xiang; YT (corresponding author); Univ Macau; Fac Hlth Sci; 3-F;Bldg E12;Ave Univ; Taipa; Macau; Peoples R China.,xyutly@gmail.com,Bressington; Daniel/G-2789-2017; cheung; teris/G-3179-2017,Bressington; Daniel/0000-0003-0951-2208; cheung; teris/0000-0002-5878-9193,University of Macau [MYRG2015-00230-FHS; MYRG2016-00005-FHS]; National Key Research & Development Program of China [2016YFC1307200]; Beijing Municipal Administration of Hospitals Incubating Program [PX2016028]; Beijing Municipal Administration of Hospitals' Ascent Plan [DFL20151801],We thank all the funding agencies for supporting the study. The study was supported by the University of Macau (MYRG2015-00230-FHS; MYRG2016-00005-FHS); the National Key Research & Development Program of China (No. 2016YFC1307200); the Beijing Municipal Administration of Hospitals Incubating Program (No. PX2016028) and the Beijing Municipal Administration of Hospitals' Ascent Plan (No. DFL20151801).,,70,1,1,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101902,10.1016/j.ajp.2019.101902,,,8,Psychiatry,Psychiatry,LH5UX,WOS:000528851200019,31896433,,,,05/12/2020
J,Zhang; F; Liu; NQ; Huang; CW; Kang; YW; Zhang; BR; Sun; ZE; Wu; LL; Liu; WZ,,,,Zhang; Fan; Liu; Nianqi; Huang; Chenwei; Kang; Yuwei; Zhang; Borui; Sun; Zhuoer; Wu; Lili; Liu; Weizhi,,,The relationship between childhood trauma and adult depression: The mediating role of adaptive and maladaptive emotion regulation strategies,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,SEXUAL-ABUSE,,[Zhang; Fan; Liu; Nianqi; Sun; Zhuoer; Wu; Lili; Liu; Weizhi] Naval Med Univ; Fac Psychol & Mental Hlth; Emot & Cognit Lab; 800 Xiangyin Rd; Shanghai 200433; Peoples R China; [Huang; Chenwei; Kang; Yuwei; Zhang; Borui] Naval Med Univ; Sch Basic Med Sci; Shanghai 200433; Peoples R China,Liu; WZ (corresponding author); Naval Med Univ; Fac Psychol & Mental Hlth; Emot & Cognit Lab; 800 Xiangyin Rd; Shanghai 200433; Peoples R China.,13024141970@163.com,,Zhang; Fan/0000-0002-2961-6752,Shanghai Pujiang ProgramShanghai Pujiang Program [13PJC003]; Naval Key Subject Program: Psychiatry (2017); Naval Key Course Construction Program [20180925],The authors disclosed receipt of the following financial support for the research; authorship; and/or publication of this article: Shanghai Pujiang Program (13PJC003); Naval Key Subject Program: Psychiatry (2017); Naval Key Course Construction Program (20180925).,,12,0,0,1,2,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,FEB,2020,48,,,,,,,,101911,10.1016/j.ajp.2019.101911,,,2,Psychiatry,Psychiatry,LH5UX,WOS:000528851200046,31896432,,,,05/12/2020
J,Amini-Tehrani; M; Nasiri; M; Jalali; T; Sadeghi; R; Ghotbi; A; Zamanian; H,,,,Amini-Tehrani; Mohammadali; Nasiri; Mohammad; Jalali; Tina; Sadeghi; Raheleh; Ghotbi; Amene; Zamanian; Hadi,,,Validation and psychometric properties of Suicide Behaviors Questionnaire-Revised (SBQ-R) in Iran,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Assessment; Confirmatory factor analysis; Suicide; SBQ-R; Validation,TOWER-OF-BABEL; NOMENCLATURE; PERFORMANCE; ATTITUDES; THOUGHTS; STUDENTS; IDEATION; SAMPLE,Background: Suicide is increasing in young Iranian population; which necessitates the employing of valid; yet abridged instruments assessing the constellation of suicide-related behaviors. The study aimed at validating Suicide Behavior Questionnaire-Revised (SBQ-R) among Iranian undergraduates. Methods: A total of 487 undergraduates were surveyed in 2018. Construct validity of SBQ-R was examined via confirmatory factor analysis (CFA); and Spearman's correlation with two single-item indices of suicide acceptability (SA) and lifetime suicidal ideation (LSI) was determined. Logistic regression and Kruskal-Wallis tests were used to examine the cut-off points (>= 7 and >= 8) and categorizations as per item 1. Results: The mean SBQ-R score was 5.79 +/- 3.55. Cut-off points >= 7 and >= 8 categorized 150 (30.8%) and 123 (25.2%) samples with suicide risk; respectively. Women obtained significantly higher scores on all indices; except items 1 and 4. CFA confirmed the model with sound goodness-of-fit; with factor loadings of 0.70 to 0.83. Composite reliability and average variance extracted were 0.87 and 0.63; respectively. The SBQ-R's correlation with SA and LSI confirmed its concurrent validity. Regression analysis confirmed the ability of both cut-off points to distinguish the participants with high SA and LSI; however; the cut-off point >= 8 produced better results regarding high LSI. Based on item 1; normal versus low- and high-risk samples were significantly different in terms of SA; LSI; and adjusted total score of SBQ-R (P < 0.0001). Conclusion: SBQ-R is an economic and psychometrically sound tool; which can be utilized to identify suicide-related behaviors and risks in young Iranian population.,[Amini-Tehrani; Mohammadali; Nasiri; Mohammad] Univ Tehran; Dept Psychol & Educ; Tehran; Iran; [Amini-Tehrani; Mohammadali; Jalali; Tina; Sadeghi; Raheleh; Ghotbi; Amene; Zamanian; Hadi] Univ Tehran Med Sci; Student Sci Res Ctr; Hlth Psychol & Behav Med Res Grp; Tehran; Iran; [Zamanian; Hadi] Qom Univ Med Sci; Qom; Iran,Zamanian; H (corresponding author); Qom Univ Med Sci; Sch Hlth; Shahid Lavasani St; Qom 3713649373; Iran.,Zamanian@alumnus.tums.ac.ir,Amini-Tehrani; Mohammadali/AAP-2019-2020; Zamanian; Hadi/AAA-9346-2020,Amini-Tehrani; Mohammadali/0000-0003-0825-258X; Zamanian; Hadi/0000-0003-1472-6040,Research Committee of Students' Mental Health Promotion; University of Tehran; Iran [6009818],MAT received partial grant (#6009818) from Research Committee of Students' Mental Health Promotion; University of Tehran; Iran.,,31,2,2,0,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2020,47,,,,,,,,101856,10.1016/j.ajp.2019.101856,,,5,Psychiatry,Psychiatry,KR3NU,WOS:000517526000044,31704597,,,,05/12/2020
J,Arafat; SMY; Mullick; MSI; Islam; H,,,,Arafat; S. M. Yasir; Mullick; Mohammad S. I.; Islam; Hidayetul,,,Development of psychiatric services in Bangladesh,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,,,[Arafat; S. M. Yasir] Enam Med Coll & Hosp; Dept Psychiat; Savar 1340; Bangladesh; [Mullick; Mohammad S. I.] Bangabandhu Sheikh Mujib Med Univ; Dept Psychiat; Dhaka; Bangladesh; [Islam; Hidayetul] Dhaka Monorog Clin Pvt Ltd; Dhaka; Bangladesh,Arafat; SMY (corresponding author); Enam Med Coll & Hosp; Dept Psychiat; Savar 1340; Bangladesh.,arafatdmc62@gmail.com,Arafat; S M Yasir/P-9260-2015,Arafat; S M Yasir/0000-0003-0521-5708,,,,5,2,2,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2020,47,,,,,,,,101870,10.1016/j.ajp.2019.101870,,,2,Psychiatry,Psychiatry,KR3NU,WOS:000517526000015,31733602,,,,05/12/2020
J,Baliga; S; Sreeraj; VS; Parlikar; R; Rai; D; Chhabra; H; Kumar; V; Venkatasubramanian; G,,,,Baliga; Sachin; Sreeraj; Vanteemar S.; Parlikar; Rujuta; Rai; Dev; Chhabra; Harleen; Kumar; Vijay; Venkatasubramanian; Ganesan,,,Role of transcranial direct current stimulation in bipolar depression: A case report,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,TDCS,,[Sreeraj; Vanteemar S.] Natl Inst Mental Hlth & Neurosci NIMHANS; Neurobiol Res Ctr; WISER Program; Dept Psychiat; Bengaluru; India; Natl Inst Mental Hlth & Neurosci NIMHANS; Translat Psychiat Lab; Bengaluru; India,Sreeraj; VS (corresponding author); Natl Inst Mental Hlth & Neurosci NIMHANS; Neurobiol Res Ctr; WISER Program; Dept Psychiat; Bengaluru; India.,vs8sreeraj@yahoo.com,vs; sreeraj/ABB-2532-2020; Venkatasubramanian; Ganesan/AAD-9117-2019,Venkatasubramanian; Ganesan/0000-0002-0949-898X; Baliga; Sachin/0000-0001-7151-4154,Swarnajayanti Fellowship Grant; Department of Science and Technology; Government of India [DST/SJF/LSA-02/2014-15]; Nurturing Clinical Scientist scheme (NCS) fellowship under ICMR [HRD/HEADNCS-012018]; Department of Biotechnology; Government of IndiaDepartment of Biotechnology (DBT) India [DBT/2015/NIMHANS/345],This work is supported by the Swarnajayanti Fellowship Grant; Department of Science and Technology; Government of India to GV (DST/SJF/LSA-02/2014-15). RP is supported by the Nurturing Clinical Scientist scheme (NCS) fellowship under ICMR(HRD/HEADNCS-012018). HC is supported by the Department of Biotechnology; Government of India (DBT/2015/NIMHANS/345).,,11,1,1,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2020,47,,,,,,,,101873,10.1016/j.ajp.2019.101873,,,2,Psychiatry,Psychiatry,KR3NU,WOS:000517526000036,31759285,,,,05/12/2020
J,Basavaraju; R; Mehta; UM; Thirthalli; J,,,,Basavaraju; Rakshathi; Mehta; Urvakhsh Meherwan; Thirthalli; Jagadisha,,,Elevated mirror neuron system activity is associated with impaired theory of mind in mania,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,SOCIAL COGNITION; SCHIZOPHRENIA; DEFICITS; EMPATHY; DOMAINS,,[Basavaraju; Rakshathi; Mehta; Urvakhsh Meherwan; Thirthalli; Jagadisha] Natl Inst Mental Hlth & Neurosci NIMHANS; Dept Psychiat; Bangalore 560029; Karnataka; India,Mehta; UM (corresponding author); Natl Inst Mental Hlth & Neurosci NIMHANS; Dept Psychiat; Bangalore 560029; Karnataka; India.,urvakhsh@nimhans.ac.in,,,,,,11,0,0,1,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2020,47,,,,,,,,101862,10.1016/j.ajp.2019.101862,,,2,Psychiatry,Psychiatry,KR3NU,WOS:000517526000021,31707102,,,,05/12/2020
J,Chander; R; Basavaraju; V; Rahul; P; Sadh; K; Harihara; S; Manjunatha; N; Kumar; CN; Math; SB,,,,Chander; Rakesh; Basavaraju; Vinay; Rahul; Patley; Sadh; Kamaldeep; Harihara; Shashidhara; Manjunatha; N.; Kumar; C. Naveen; Math; Suresh Bada,,,"A Report on a Series of workshops on ""Mental Health Leadership"" for Maharashtra State",ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Sensitization on Mental Health Leadership; National Mental Health Program; Government of Maharashtra,,The article is a report on a series of workshops conducted by the National Institute of Mental Health And Neurosciences (NIMHANS); Bengaluru; India in collaboration with the Government of Maharashtra for the local leaders responsible for leading; organizing and delivering public mental health services throughout the state of Maharashtra. The overarching aim of these workshops was to sensitize and orient the participants on the mental health services offered/provided by NIMHANS; the collaborative activities between NIMHANS and Govt. of Karnataka to further the cause of public mental health and also to showcase the scope of DMHP (District Mental Health Program) activities in Karnataka. The professionals were divided into 5 batches as per their specialty or role i.e. Psychiatrists; Psychologists and Social Work besides the health administrators (Civil Surgeons and District Health Officers). Each batch underwent the training 2-3 days. Major areas covered included: Farmers' suicide; programs; policies and laws for the elderly; orientation to the new Mental Health Care Act 2017 and a fully functioning District Mental Health Program (DMHP).,[Chander; Rakesh; Basavaraju; Vinay; Rahul; Patley; Sadh; Kamaldeep; Harihara; Shashidhara; Manjunatha; N.; Kumar; C. Naveen; Math; Suresh Bada] Natl Inst Mental Hlth & Neurosci; Bangalore 560029; Karnataka; India,Basavaraju; V (corresponding author); Natl Inst Mental Hlth & Neurosci; Bangalore 560029; Karnataka; India.,kchander1810@gmail.com; bvinay93@gmail.com,,Bada Math; Suresh/0000-0001-8190-0382,Directorate of Health Services; Mumbai; India,"The series of workshops on Mental Health Leadership for the State of Maharashtra""was funded by the Directorate of Health Services; Mumbai; India.",,14,0,0,1,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2020,47,,,,,,,,101859,10.1016/j.ajp.2019.101859,,,3,Psychiatry,Psychiatry,KR3NU,WOS:000517526000004,31722284,,,,05/12/2020
